angle_deg,seed,set_id,kappa,kr_hat,P32_hat
156,9,2,21.34,2.3,0.9854726306039551
156,9,3,12.05,3.1,0.8659989955124767
156,9,5,22.25,3.167,1.1646939259642746
180,9,1,14.18,2.833,0.7415016598601768
180,9,2,17.81,2.433,1.1246263984382052
180,9,3,12.63,2.833,0.9264343043333968
180,9,5,22.3,3.167,1.0604777713995772
0,10,1,12.91,3.433,0.598081644983544
0,10,2,15.01,2.633,1.0477049892509926
0,10,3,13.23,2.967,0.7677993887026562
0,10,5,23.78,3.633,0.9110693064026448
144,9,1,14.72,2.9,0.7204251311252443
144,9,2,24.1,2.5,1.0471145294380688
144,9,3,12.14,3.033,0.9237450566582034
144,9,5,21.33,3.1,1.152338035160123
120,9,1,10.81,3.233,0.5127135460809645
120,9,2,23.73,2.5,1.145907639891583
120,9,3,11.61,3.3,0.9160238685473067
120,9,5,20.19,3.033,1.1104195741963907
12,10,1,13.48,3.433,0.6388269335967194
12,10,2,18.85,2.833,0.8822042095634638
12,10,3,12.52,3.567,0.7783067822101651
12,10,5,22.91,3.3,0.8058490369898449
108,9,1,10.76,3.7,0.5895528245387097
108,9,2,23.11,2.5,0.9576947567481134
108,9,3,11.51,3.033,0.84157951802895
108,9,5,21.12,3.033,1.2670576249766863
168,9,1,14.86,2.767,0.7447765373939317
168,9,2,16.55,2.5,0.6125128734088132
168,9,3,12.22,2.9,0.8963112499165099
168,9,5,22.24,3.233,1.111760108806188
24,10,1,13.64,3.233,0.6066627809792111
24,10,2,20.96,2.767,1.0424734648433986
24,10,3,11.42,3.567,0.6966146531844819
24,10,5,24.3,3.633,0.8439253047057564
36,10,1,12.85,3.233,0.5993648492840329
36,10,2,20.2,2.767,0.9831089124859583
36,10,3,10.0,3.233,0.7621403213851217
36,10,5,22.85,3.567,0.872704230384611
48,10,1,13.54,3.5,0.5502346907244867
48,10,2,18.55,2.767,0.9583149541550626
48,10,3,8.12,2.633,0.8873166292705617
48,10,5,21.85,3.433,0.6766079197153111
72,10,1,12.95,3.433,0.6064707755091339
72,10,2,18.96,3.033,0.9709531668501032
72,10,3,8.93,2.5,0.8317964111971671
72,10,5,23.04,3.633,0.8490795736479905
